identifier,smiles,standard_inchi,standard_inchi_key,name,iupac_name,annotation_level,total_atom_count,heavy_atom_count,molecular_weight,exact_molecular_weight,molecular_formula,alogp,topological_polar_surface_area,rotatable_bond_count,hydrogen_bond_acceptors,hydrogen_bond_donors,hydrogen_bond_acceptors_lipinski,hydrogen_bond_donors_lipinski,lipinski_rule_of_five_violations,aromatic_rings_count,qed_drug_likeliness,formal_charge,fractioncsp3,number_of_minimal_rings,van_der_walls_volume,contains_sugar,contains_ring_sugars,contains_linear_sugars,murcko_framework,np_likeness,chemical_class,chemical_sub_class,chemical_super_class,direct_parent_classification,np_classifier_pathway,np_classifier_superclass,np_classifier_class,np_classifier_is_glycoside,organisms,collections,dois,synonyms,cas,is_pains,pains_reason,inchikey,P_TR,PS,rank
CNP0212058.1,CN1C(=O)[C@@H]2C[C@@H](CN2CC2=NC=CS2)OC2=CC=CC=C21,"InChI=1S/C16H17N3O2S/c1-18-12-4-2-3-5-14(12)21-11-8-13(16(18)20)19(9-11)10-15-17-6-7-22-15/h2-7,11,13H,8-10H2,1H3/t11-,13-/m0/s1",BUWDUNBYPCLINJ-AAEUAGOBSA-N,NCGC00393752-01,"(1~{S},11~{S})-9-methyl-12-(thiazol-2-ylmethyl)-2-oxa-9,12-diazatricyclo[9.2.1.0^{3,8}]tetradeca-3,5,7-trien-10-one",2,39,22,315.4,315.10415,C16H17N3O2S,2.14,45.67,2,5,0,5,0,0,2,0.85,0,0.38,4,,False,False,False,n1ccsc1CN2CC3Oc4ccccc4NCC2C3,-0.66,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Organic acids and derivatives,Alpha amino acids,Alkaloids,,,False,,ZINC NP,,,,False,,BUWDUNBYPCLINJ-AAEUAGOBSA-N,0.9999971389770508,0.8549975538253785,25
CNP0454022.1,O=C(NC1=CC=CC=C1)O[C@H]1CO[C@@H]2[C@@H]1OC[C@@H]2NC(=O)C1=CC=CS1,"InChI=1S/C18H18N2O5S/c21-17(14-7-4-8-26-14)20-12-9-23-16-13(10-24-15(12)16)25-18(22)19-11-5-2-1-3-6-11/h1-8,12-13,15-16H,9-10H2,(H,19,22)(H,20,21)/t12-,13-,15-,16+/m0/s1",KUJSCNAHRTXGHE-DARAHFNDSA-N,,"[(3~{S},3~{a}~{S},6~{S},6~{a}~{S})-3-(thiophene-2-carbonylamino)-2,3,3~{a},5,6,6~{a}-hexahydrofuro[3,2-b]furan-6-yl] ~{N}-phenylcarbamate",2,44,26,374.42,374.09364,C18H18N2O5S,2.26,85.89,4,6,2,6,2,0,2,0.86,0,0.33,4,,False,False,False,O(CNc1ccccc1)C2COC3C2OCC3NCc4sccc4,-1.24,Benzene and substituted derivatives,Phenylcarbamic acid esters,Benzenoids,Phenylcarbamic acid esters,,,,False,,Supernatural3,,"(3R,3aS,6S,6aR)-6-(thiophene-2-amido)-hexahydrofuro[3,2-b]furan-3-yl N-phenylcarbamate",,False,,KUJSCNAHRTXGHE-DARAHFNDSA-N,0.9999970197677612,0.8549974519014358,26
CNP0003942.1,CC1(C)[C@H](CC2=NOC(C3=CC=CC=C3)=C2)C[C@@H]1NS(C)(=O)=O,"InChI=1S/C17H22N2O3S/c1-17(2)13(10-16(17)19-23(3,20)21)9-14-11-15(22-18-14)12-7-5-4-6-8-12/h4-8,11,13,16,19H,9-10H2,1-3H3/t13-,16+/m1/s1",PBNKDQXJACPFFE-CJNGLKHVSA-N,"N-[(1S,3S)-2,2-dimethyl-3-[(5-phenyl-1,2-oxazol-3-yl)methyl]cyclobutyl]methanesulfonamide","~{N}-[(1~{S},3~{S})-2,2-dimethyl-3-[(5-phenylisoxazol-3-yl)methyl]cyclobutyl]methanesulfonamide",2,45,23,334.44,334.13511,C17H22N2O3S,2.85,72.2,5,4,1,4,1,0,2,0.91,0,0.47,3,,False,False,False,n1oc(cc1CC2CCC2)-c3ccccc3,-0.94,Benzene and substituted derivatives,Benzene and substituted derivatives,Benzenoids,Benzene and substituted derivatives,,,,False,,ZINC NP,,CHEMBL4934352|NCGC00401918-01,,False,,PBNKDQXJACPFFE-CJNGLKHVSA-N,0.9999966621398926,0.8549971461296081,27
CNP0454022.2,O=C(NC1=CC=CC=C1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC(=O)C1=CC=CS1,"InChI=1S/C18H18N2O5S/c21-17(14-7-4-8-26-14)20-12-9-23-16-13(10-24-15(12)16)25-18(22)19-11-5-2-1-3-6-11/h1-8,12-13,15-16H,9-10H2,(H,19,22)(H,20,21)/t12-,13+,15+,16+/m0/s1",KUJSCNAHRTXGHE-SJXGUFTOSA-N,,"[(3~{S},3~{a}~{R},6~{R},6~{a}~{S})-3-(thiophene-2-carbonylamino)-2,3,3~{a},5,6,6~{a}-hexahydrofuro[3,2-b]furan-6-yl] ~{N}-phenylcarbamate",2,44,26,374.42,374.09364,C18H18N2O5S,2.26,85.89,4,6,2,6,2,0,2,0.86,0,0.33,4,,False,False,False,O(CNc1ccccc1)C2COC3C2OCC3NCc4sccc4,-1.24,Benzene and substituted derivatives,Phenylcarbamic acid esters,Benzenoids,Phenylcarbamic acid esters,,,,False,,Super Natural II|Supernatural3,,"(3R,3aS,6S,6aR)-6-(thiophene-2-amido)-hexahydrofuro[3,2-b]furan-3-yl N-phenylcarbamate",,False,,KUJSCNAHRTXGHE-SJXGUFTOSA-N,0.9999963045120239,0.8549968403577805,28
CNP0067256.4,CC1(C)O[C@@H]2[C@@H](O1)[C@H](CNC(=O)C1=CC=CO1)O[C@@H]1OC(C)(C)O[C@@H]12,"InChI=1S/C17H23NO7/c1-16(2)22-11-10(8-18-14(19)9-6-5-7-20-9)21-15-13(12(11)23-16)24-17(3,4)25-15/h5-7,10-13,15H,8H2,1-4H3,(H,18,19)/t10-,11-,12+,13+,15+/m0/s1",OBTBBJPBCHWTRO-RLPMIEJPSA-N,,"~{N}-[[(1~{R},2~{R},6~{R},8~{S},9~{S})-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.0^{2,6}]dodecan-8-yl]methyl]furan-2-carboxamide",3,48,25,353.37,353.14745,C17H23NO7,1.41,88.39,3,7,1,7,1,0,1,0.88,0,0.71,4,,False,False,False,o1cccc1CNCC2OC3OCOC3C4OCOC24,-0.17,Dioxolopyrans,Dioxolopyrans,Organoheterocyclic compounds,Dioxolopyrans,,,,False,,Supernatural3,,"N-{[(1R,2R,6S,8S,9R)-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.0\u00b2,\u2076]dodecan-8-yl]methyl}furan-2-carboxamide",,False,,OBTBBJPBCHWTRO-RLPMIEJPSA-N,0.9999959468841553,0.8549965345859527,29
CNP0067256.2,CC1(C)O[C@@H]2[C@@H](O1)[C@@H](CNC(=O)C1=CC=CO1)O[C@@H]1OC(C)(C)O[C@@H]12,"InChI=1S/C17H23NO7/c1-16(2)22-11-10(8-18-14(19)9-6-5-7-20-9)21-15-13(12(11)23-16)24-17(3,4)25-15/h5-7,10-13,15H,8H2,1-4H3,(H,18,19)/t10-,11+,12-,13-,15-/m1/s1",OBTBBJPBCHWTRO-WPLOAARJSA-N,,"~{N}-[[(1~{R},2~{R},6~{R},8~{R},9~{S})-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.0^{2,6}]dodecan-8-yl]methyl]furan-2-carboxamide",3,48,25,353.37,353.14745,C17H23NO7,1.41,88.39,3,7,1,7,1,0,1,0.88,0,0.71,4,,False,False,False,o1cccc1CNCC2OC3OCOC3C4OCOC24,-0.17,Dioxolopyrans,Dioxolopyrans,Organoheterocyclic compounds,Dioxolopyrans,,,,False,,Supernatural3,,"N-{[(1R,2R,6S,8S,9R)-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.0\u00b2,\u2076]dodecan-8-yl]methyl}furan-2-carboxamide",,False,,OBTBBJPBCHWTRO-WPLOAARJSA-N,0.9999958276748657,0.8549964326620102,30
CNP0067256.6,CC1(C)O[C@@H]2[C@@H](O1)[C@H](CNC(=O)C1=CC=CO1)O[C@H]1OC(C)(C)O[C@@H]12,"InChI=1S/C17H23NO7/c1-16(2)22-11-10(8-18-14(19)9-6-5-7-20-9)21-15-13(12(11)23-16)24-17(3,4)25-15/h5-7,10-13,15H,8H2,1-4H3,(H,18,19)/t10-,11-,12+,13+,15-/m0/s1",OBTBBJPBCHWTRO-WHPHWUKISA-N,,"~{N}-[[(1~{R},2~{R},6~{S},8~{S},9~{S})-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.0^{2,6}]dodecan-8-yl]methyl]furan-2-carboxamide",3,48,25,353.37,353.14745,C17H23NO7,1.41,88.39,3,7,1,7,1,0,1,0.88,0,0.71,4,,False,False,False,o1cccc1CNCC2OC3OCOC3C4OCOC24,-0.17,Dioxolopyrans,Dioxolopyrans,Organoheterocyclic compounds,Dioxolopyrans,,,,False,,Super Natural II|Supernatural3,,"N-{[(1R,2R,6S,8S,9S)-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.0\u00b2,\u2076]dodecan-8-yl]methyl}furan-2-carboxamide",,False,,OBTBBJPBCHWTRO-WHPHWUKISA-N,0.9999957084655762,0.8549963307380676,31
CNP0589561.0,COC1=CC(=CC2=C3NC4=CC=CC=C4C(=O)N3CC2)C=C(OC)C1=O,"InChI=1S/C20H18N2O4/c1-25-16-10-12(11-17(26-2)18(16)23)9-13-7-8-22-19(13)21-15-6-4-3-5-14(15)20(22)24/h3-6,9-11,21H,7-8H2,1-2H3",MGPNFYJFABOVFP-UHFFFAOYSA-N,"3-[(3,5-dimethoxy-4-oxocyclohexa-2,5-dien-1-ylidene)methyl]-2,4-dihydro-1H-pyrrolo[2,1-b]quinazolin-9-one","3-[(3,5-dimethoxy-4-oxo-cyclohexa-2,5-dien-1-ylidene)methyl]-2,4-dihydro-1~{H}-pyrrolo[2,1-b]quinazolin-9-one",1,44,26,350.37,350.12666,C20H18N2O4,2.74,67.87,3,5,1,5,1,0,1,0.91,0,0.2,4,,False,False,False,c1ccc2c(c1)NC3=C(C=C4C=CCC=C4)CCN3C2,0.21,Diazanaphthalenes,Benzodiazines,Organoheterocyclic compounds,Quinazolines,Alkaloids,,,False,,TCMID (Traditional Chinese Medicine Integrated Database),,,,False,,MGPNFYJFABOVFP-UHFFFAOYSA-N,0.9999957084655762,0.8549963307380676,32
CNP0067256.1,CC1(C)O[C@@H]2[C@@H](O1)[C@@H](CNC(=O)C1=CC=CO1)O[C@H]1OC(C)(C)O[C@@H]12,"InChI=1S/C17H23NO7/c1-16(2)22-11-10(8-18-14(19)9-6-5-7-20-9)21-15-13(12(11)23-16)24-17(3,4)25-15/h5-7,10-13,15H,8H2,1-4H3,(H,18,19)/t10-,11+,12-,13-,15+/m1/s1",OBTBBJPBCHWTRO-OKWIKPQFSA-N,,"~{N}-[[(1~{R},2~{R},6~{S},8~{R},9~{S})-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.0^{2,6}]dodecan-8-yl]methyl]furan-2-carboxamide",3,48,25,353.37,353.14745,C17H23NO7,1.41,88.39,3,7,1,7,1,0,1,0.88,0,0.71,4,,False,False,False,o1cccc1CNCC2OC3OCOC3C4OCOC24,-0.17,Dioxolopyrans,Dioxolopyrans,Organoheterocyclic compounds,Dioxolopyrans,,,,False,,Super Natural II|Supernatural3,,"N-{[(1R,2R,6S,8R,9S)-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.0\u00b2,\u2076]dodecan-8-yl]methyl}furan-2-carboxamide",,False,,OBTBBJPBCHWTRO-OKWIKPQFSA-N,0.9999955892562866,0.8549962288141251,33
CNP0067256.5,CC1(C)O[C@@H]2O[C@H](CNC(=O)C3=CC=CO3)[C@H]3OC(C)(C)O[C@H]3[C@H]2O1,"InChI=1S/C17H23NO7/c1-16(2)22-11-10(8-18-14(19)9-6-5-7-20-9)21-15-13(12(11)23-16)24-17(3,4)25-15/h5-7,10-13,15H,8H2,1-4H3,(H,18,19)/t10-,11-,12-,13-,15+/m1/s1",OBTBBJPBCHWTRO-HVNMYJMUSA-N,,"~{N}-[[(1~{R},2~{R},6~{S},8~{R},9~{R})-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.0^{2,6}]dodecan-8-yl]methyl]furan-2-carboxamide",3,48,25,353.37,353.14745,C17H23NO7,1.41,88.39,3,7,1,7,1,0,1,0.88,0,0.71,4,,False,False,False,o1cccc1CNCC2OC3OCOC3C4OCOC24,-0.17,Dioxolopyrans,Dioxolopyrans,Organoheterocyclic compounds,Dioxolopyrans,,,,False,,Super Natural II|Supernatural3,,"N-{[(1R,2R,6S,8R,9R)-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.0\u00b2,\u2076]dodecan-8-yl]methyl}furan-2-carboxamide",,False,,OBTBBJPBCHWTRO-HVNMYJMUSA-N,0.9999955892562866,0.8549962288141251,34
CNP0067256.7,CC1(C)O[C@@H]2O[C@@H](CNC(=O)C3=CC=CO3)[C@H]3OC(C)(C)O[C@H]3[C@H]2O1,"InChI=1S/C17H23NO7/c1-16(2)22-11-10(8-18-14(19)9-6-5-7-20-9)21-15-13(12(11)23-16)24-17(3,4)25-15/h5-7,10-13,15H,8H2,1-4H3,(H,18,19)/t10-,11+,12+,13+,15-/m0/s1",OBTBBJPBCHWTRO-BGPZULBFSA-N,,"~{N}-[[(1~{R},2~{R},6~{S},8~{S},9~{R})-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.0^{2,6}]dodecan-8-yl]methyl]furan-2-carboxamide",3,48,25,353.37,353.14745,C17H23NO7,1.41,88.39,3,7,1,7,1,0,1,0.88,0,0.71,4,,False,False,False,o1cccc1CNCC2OC3OCOC3C4OCOC24,-0.17,Dioxolopyrans,Dioxolopyrans,Organoheterocyclic compounds,Dioxolopyrans,,,,False,,Super Natural II|Supernatural3,,"N-{[(1R,2R,6S,8S,9R)-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.0\u00b2,\u2076]dodecan-8-yl]methyl}furan-2-carboxamide",,False,,OBTBBJPBCHWTRO-BGPZULBFSA-N,0.999995231628418,0.8549959230422973,35
CNP0067256.3,CC1(C)O[C@H]2O[C@H](CNC(=O)C3=CC=CO3)[C@H]3OC(C)(C)O[C@H]3[C@H]2O1,"InChI=1S/C17H23NO7/c1-16(2)22-11-10(8-18-14(19)9-6-5-7-20-9)21-15-13(12(11)23-16)24-17(3,4)25-15/h5-7,10-13,15H,8H2,1-4H3,(H,18,19)/t10-,11-,12-,13-,15-/m1/s1",OBTBBJPBCHWTRO-FTQJZPFOSA-N,,"~{N}-[[(1~{R},2~{R},6~{R},8~{R},9~{R})-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.0^{2,6}]dodecan-8-yl]methyl]furan-2-carboxamide",3,48,25,353.37,353.14745,C17H23NO7,1.41,88.39,3,7,1,7,1,0,1,0.88,0,0.71,4,,False,False,False,o1cccc1CNCC2OC3OCOC3C4OCOC24,-0.17,Dioxolopyrans,Dioxolopyrans,Organoheterocyclic compounds,Dioxolopyrans,,,,False,,Supernatural3,,"N-{[(1R,2R,6S,8S,9R)-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.0\u00b2,\u2076]dodecan-8-yl]methyl}furan-2-carboxamide",,False,,OBTBBJPBCHWTRO-FTQJZPFOSA-N,0.999995231628418,0.8549959230422973,36
CNP0067256.8,CC1(C)O[C@H]2O[C@@H](CNC(=O)C3=CC=CO3)[C@H]3OC(C)(C)O[C@H]3[C@H]2O1,"InChI=1S/C17H23NO7/c1-16(2)22-11-10(8-18-14(19)9-6-5-7-20-9)21-15-13(12(11)23-16)24-17(3,4)25-15/h5-7,10-13,15H,8H2,1-4H3,(H,18,19)/t10-,11+,12+,13+,15+/m0/s1",OBTBBJPBCHWTRO-KMCWBVRRSA-N,,"~{N}-[[(1~{R},2~{R},6~{R},8~{S},9~{R})-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.0^{2,6}]dodecan-8-yl]methyl]furan-2-carboxamide",3,48,25,353.37,353.14745,C17H23NO7,1.41,88.39,3,7,1,7,1,0,1,0.88,0,0.71,4,,False,False,False,o1cccc1CNCC2OC3OCOC3C4OCOC24,-0.17,Dioxolopyrans,Dioxolopyrans,Organoheterocyclic compounds,Dioxolopyrans,,,,False,,Supernatural3,,"N-{[(1R,2R,6S,8S,9R)-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.0\u00b2,\u2076]dodecan-8-yl]methyl}furan-2-carboxamide",,False,,OBTBBJPBCHWTRO-KMCWBVRRSA-N,0.9999949932098389,0.8549957191944122,37
CNP0580921.1,CS(=O)(=O)NC[C@H]1CN2C=C(C3=CC=CC=C3)N=C2CO1,"InChI=1S/C14H17N3O3S/c1-21(18,19)15-7-12-8-17-9-13(16-14(17)10-20-12)11-5-3-2-4-6-11/h2-6,9,12,15H,7-8,10H2,1H3/t12-/m0/s1",BGMBCACDECDGNB-LBPRGKRZSA-N,,"~{N}-[[(6~{R})-2-phenyl-6,8-dihydro-5~{H}-imidazo[2,1-c][1,4]oxazin-6-yl]methyl]methanesulfonamide",3,38,21,307.38,307.09906,C14H17N3O3S,1.0,73.22,4,5,1,5,1,0,2,0.91,0,0.36,3,,False,False,False,n1c(cn2c1COCC2)-c3ccccc3,-1.33,Azoles,Imidazoles,Organoheterocyclic compounds,Phenylimidazoles,Alkaloids,,,False,,Supernatural3,,"N-[[(6R)-2-phenyl-6,8-dihydro-5H-imidazo[2,1-c][1,4]oxazin-6-yl]methyl]methanesulfonamide",,False,,BGMBCACDECDGNB-LBPRGKRZSA-N,0.9999948740005493,0.8549956172704697,38
CNP0438103.2,CS(=O)(=O)N[C@@H]1C[C@@H]2C(=O)NC3=CC=C(C4=CC=CC=C4)C=C3C(=O)N2C1,"InChI=1S/C19H19N3O4S/c1-27(25,26)21-14-10-17-18(23)20-16-8-7-13(12-5-3-2-4-6-12)9-15(16)19(24)22(17)11-14/h2-9,14,17,21H,10-11H2,1H3,(H,20,23)/t14-,17-/m1/s1",ARYTYXGCTOOGFO-RHSMWYFYSA-N,,"~{N}-[(6~{a}~{R},8~{R})-6,11-dioxo-2-phenyl-6~{a},7,8,9-tetrahydro-5~{H}-pyrrolo[2,1-c][1,4]benzodiazepin-8-yl]methanesulfonamide",2,46,27,385.45,385.10963,C19H19N3O4S,1.44,95.58,3,4,2,4,2,0,2,0.84,0,0.26,4,326.17,False,False,False,c1ccc(cc1)-c2ccc3NCC4N(Cc3c2)CCC4,-0.7,Benzodiazepines,"1,4-benzodiazepines",Organoheterocyclic compounds,"1,4-benzodiazepines",Alkaloids,Anthranilic acid alkaloids,Benzodiazepine alkaloids,False,,Supernatural3,,"N-[(5S,7S)-2,8-dioxo-13-phenyl-3,9-diazatricyclo[8.4.0.0\u00b3,\u2077]tetradeca-1(14),10,12-trien-5-yl]methanesulfonamide",,False,,ARYTYXGCTOOGFO-RHSMWYFYSA-N,0.999994158744812,0.8549950057268143,39
CNP0052036.1,CC(C)(C)CCN[C@@H]1C2CO[C@H](O2)[C@H](N2C=CC=N2)[C@H]1O,"InChI=1S/C15H25N3O3/c1-15(2,3)5-7-16-11-10-9-20-14(21-10)12(13(11)19)18-8-4-6-17-18/h4,6,8,10-14,16,19H,5,7,9H2,1-3H3/t10?,11-,12-,13+,14-/m1/s1",MQUBBXFLGDAZKR-URSGVKGYSA-N,"(2S,3S,4R,5R)-2-(3,3-dimethylbutylamino)-4-pyrazol-1-yl-6,8-dioxabicyclo[3.2.1]octan-3-ol","(2~{S},3~{S},4~{R},5~{R})-2-(3,3-dimethylbutylamino)-4-pyrazol-1-yl-6,8-dioxabicyclo[3.2.1]octan-3-ol",1,46,21,295.38,295.18959,C15H25N3O3,0.93,68.54,4,6,2,6,2,0,1,0.86,0,0.8,3,,False,False,False,n1cccn1C2CCC3OC2OC3,-0.3,Oxepanes,Oxepanes,Organoheterocyclic compounds,Oxepanes,Alkaloids,,,False,,ZINC NP,,,,False,,MQUBBXFLGDAZKR-URSGVKGYSA-N,0.9999922513961792,0.8549933749437332,40
CNP0475293.1,CS(=O)(=O)NC[C@H]1C[C@@H]2CC[N@@]1C[C@@H]2CN1CCC2=CC=CC=C21,"InChI=1S/C18H27N3O2S/c1-24(22,23)19-11-17-10-15-7-8-20(17)12-16(15)13-21-9-6-14-4-2-3-5-18(14)21/h2-5,15-17,19H,6-13H2,1H3/t15-,16+,17+/m0/s1",XZKLIBPNOFLAOY-GVDBMIGSSA-N,"~{N}-[[(1~{R},2~{R},4~{S},5~{R})-5-(indolin-1-ylmethyl)quinuclidin-2-yl]methyl]methanesulfonamide","~{N}-[[(1~{R},2~{R},4~{S},5~{R})-5-(indolin-1-ylmethyl)quinuclidin-2-yl]methyl]methanesulfonamide",1,51,24,349.5,349.1824,C18H27N3O2S,1.31,52.65,5,4,1,4,1,0,1,0.87,0,0.67,5,,False,False,False,c1ccc2c(c1)N(CC2)CC3CN4CCC3CC4,-1.02,Indoles and derivatives,Indoles,Organoheterocyclic compounds,Indoles,Alkaloids,Lysine alkaloids,Piperidine alkaloids,False,,Super Natural II,,,,False,,XZKLIBPNOFLAOY-GVDBMIGSSA-N,0.9999918937683105,0.8549930691719055,41
CNP0012335.1,COC(=O)[C@@H]1CC2=C(CN1CC1=CC=CS1)N=CN2,"InChI=1S/C13H15N3O2S/c1-18-13(17)12-5-10-11(15-8-14-10)7-16(12)6-9-3-2-4-19-9/h2-4,8,12H,5-7H2,1H3,(H,14,15)/t12-/m0/s1",XRQQMSJQYLBQKG-LBPRGKRZSA-N,"methyl (6S)-5-(thiophen-2-ylmethyl)-1,4,6,7-tetrahydroimidazo[4,5-c]pyridine-6-carboxylate","methyl (6~{S})-5-(2-thienylmethyl)-1,4,6,7-tetrahydroimidazo[4,5-c]pyridine-6-carboxylate",1,34,19,277.35,277.0885,C13H15N3O2S,1.57,58.22,3,5,1,5,1,0,2,0.87,0,0.39,3,,False,False,False,N1=C[N]C2=C1CN(Cc3sccc3)CC2,-1.64,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Organic acids and derivatives,Alpha amino acid esters,Alkaloids,Histidine alkaloids,Imidazole alkaloids,False,,ZINC NP,,,,False,,XRQQMSJQYLBQKG-LBPRGKRZSA-N,0.999991774559021,0.8549929672479629,42
CNP0589394.4,C1=C(C2=CC=CC=C2)N=N[C@H]1C1=C[C@H](C2=CC=CC=C2)[NH+]=N1,"InChI=1S/C18H14N4/c1-3-7-13(8-4-1)15-11-17(21-19-15)18-12-16(20-22-18)14-9-5-2-6-10-14/h1-12,15,18H/p+1/t15-,18-/m1/s1",IDVLLROJEOLIJR-CRAIPNDOSA-O,(5R)-5-phenyl-3-[(3R)-5-phenyl-3H-pyrazol-3-yl]-5H-pyrazol-1-ium,(3~{R})-5-phenyl-3-[(3~{R})-3-phenyl-3~{H}-pyrazol-2-ium-5-yl]-3~{H}-pyrazole,3,37,22,287.35,287.12912,[C18H15N4]+,3.03,51.05,3,3,1,3,1,0,2,0.9,1,0.11,4,260.94,False,False,False,N1=NC(C=C1c2ccccc2)C=3N=NC(C3)c4ccccc4,-0.21,Benzene and substituted derivatives,Benzene and substituted derivatives,Benzenoids,Benzene and substituted derivatives,Alkaloids,,,False,,Supernatural3,,(5R)-5-phenyl-3-[(3R)-5-phenyl-3H-pyrazol-3-yl]-5H-pyrazol-1-ium,,False,,IDVLLROJEOLIJR-CRAIPNDOSA-O,0.9999914169311523,0.8549926614761353,43
CNP0133389.1,O=C1NC2=CC=CC=C2O[C@H]2C[C@@H]1N(CC1=NC=CS1)C2,"InChI=1S/C15H15N3O2S/c19-15-12-7-10(8-18(12)9-14-16-5-6-21-14)20-13-4-2-1-3-11(13)17-15/h1-6,10,12H,7-9H2,(H,17,19)/t10-,12-/m0/s1",HKLIHYVFHFDRLL-JQWIXIFHSA-N,NCGC00393870-01,"(1~{S},11~{S})-12-(thiazol-2-ylmethyl)-2-oxa-9,12-diazatricyclo[9.2.1.0^{3,8}]tetradeca-3,5,7-trien-10-one",2,36,21,301.37,301.0885,C15H15N3O2S,2.12,54.46,2,5,1,5,1,0,2,0.92,0,0.33,4,,False,False,False,n1ccsc1CN2CC3Oc4ccccc4NCC2C3,-0.48,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Organic acids and derivatives,Alpha amino acid amides,Alkaloids,,,False,,ZINC NP,,,,False,,HKLIHYVFHFDRLL-JQWIXIFHSA-N,0.9999910593032837,0.8549923557043075,44
CNP0137898.1,O[C@@H]1[C@@H](N2C=C(Cl)C=N2)[C@@H]2OCC(O2)[C@H]1NCC1=NC=CS1,"InChI=1S/C13H15ClN4O3S/c14-7-3-17-18(5-7)11-12(19)10(8-6-20-13(11)21-8)16-4-9-15-1-2-22-9/h1-3,5,8,10-13,16,19H,4,6H2/t8?,10-,11-,12+,13-/m1/s1",RPZPBOBCWCJLBE-XETHHUFQSA-N,"(2S,3S,4R,5R)-4-(4-chloropyrazol-1-yl)-2-(1,3-thiazol-2-ylmethylamino)-6,8-dioxabicyclo[3.2.1]octan-3-ol","(2~{S},3~{S},4~{R},5~{R})-4-(4-chloropyrazol-1-yl)-2-(thiazol-2-ylmethylamino)-6,8-dioxabicyclo[3.2.1]octan-3-ol",1,37,22,342.81,342.05534,C13H15ClN4O3S,0.81,81.43,4,8,2,8,2,0,2,0.86,0,0.54,4,,False,False,False,n1ccsc1CNC2CC(n3nccc3)C4OCC2O4,-0.91,Oxepanes,Oxepanes,Organoheterocyclic compounds,Oxepanes,Alkaloids,,,False,,ZINC NP,,,,False,,RPZPBOBCWCJLBE-XETHHUFQSA-N,0.9999904632568359,0.8549918460845947,45
CNP0020385.1,CN1C(=O)[C@@H]2C[C@@H](CN2CC2=CC=CS2)OC2=CC=CC=C21,"InChI=1S/C17H18N2O2S/c1-18-14-6-2-3-7-16(14)21-12-9-15(17(18)20)19(10-12)11-13-5-4-8-22-13/h2-8,12,15H,9-11H2,1H3/t12-,15-/m0/s1",VULQWMQAWIELDR-WFASDCNBSA-N,,"(1~{S},11~{S})-9-methyl-12-(2-thienylmethyl)-2-oxa-9,12-diazatricyclo[9.2.1.0^{3,8}]tetradeca-3,5,7-trien-10-one",1,40,22,314.41,314.1089,C17H18N2O2S,2.75,32.78,2,4,0,4,0,0,2,0.85,0,0.35,4,,False,False,False,O1c2ccccc2NCC3N(Cc4sccc4)CC1C3,-0.76,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Organic acids and derivatives,Alpha amino acids,Alkaloids,,,False,,ZINC NP,,,,False,,VULQWMQAWIELDR-WFASDCNBSA-N,0.9999886751174927,0.8549903172254563,46
