smiles,identifier,P_TR,PS,rank
CN1N=C(C2=CC=CS2)C=C1[C@H]1C[N@]2CC[C@H]1C[C@@H]2CNS(C)(=O)=O,CNP0011070.1,1.0,0.855,1
CN1C[C@@H](NS(C)(=O)=O)C[C@H]1C1=NC(C2=CC=C3OCOC3=C2)=NO1,CNP0012701.1,1.0,0.855,2
CN1C[C@@H](NS(C)(=O)=O)C[C@H]1C1=NC(C2=CC=C(Cl)C=C2)=NO1,CNP0446684.1,1.0,0.855,3
CN1N=C(C2=CC=CS2)C=C1[C@H]1CN2CC[C@H]1C[C@@H]2CNS(C)(=O)=O,CNP0011070.2,1.0,0.855,4
CC1(C)O[C@H]2[C@@H](O1)[C@@H](C(=O)NC1=NC=CS1)O[C@@H]1OC(C)(C)O[C@@H]12,CNP0111155.1,1.0,0.855,5
CS(=O)(=O)N[C@@H]1CO[C@@H]2[C@@H]1OC[C@@H]2N1C=C(C2=CC=CC=C2)N=N1,CNP0475783.2,1.0,0.855,6
CS(=O)(=O)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2N1C=C(C2=CC=CC=C2)N=N1,CNP0475783.1,1.0,0.855,7
COC1=CC=CC2=C1OC(C(=O)N[C@@H]1CCS(=O)(=O)C1)=C2,CNP0045807.1,0.9999998807907104,0.8549998980760574,8
CS(=O)(=O)O[C@H]1CSC[C@H]1NC(=O)C1=CC=CC=C1,CNP0367517.1,0.9999998807907104,0.8549998980760574,9
CN1C[C@@H](NS(C)(=O)=O)C[C@H]1C1=NC(C2=CC=NC=C2)=NO1,CNP0078065.1,0.9999998807907104,0.8549998980760574,10
COC1=CC=CC2=C1OC(C(=O)N[C@H]1CCS(=O)(=O)C1)=C2,CNP0045807.2,0.9999998807907104,0.8549998980760574,11
O=C(N[C@H]1CCS(=O)(=O)C1)O[C@@H]1CCN2CC3=CC=CC=C3N=C12,CNP0378904.2,0.9999997615814209,0.8549997961521149,12
O=C(N[C@H]1CCS(=O)(=O)C1)O[C@H]1CCN2CC3=CC=CC=C3N=C12,CNP0378904.1,0.9999997615814209,0.8549997961521149,13
CN1N=C(C2=CC=CO2)C=C1[C@H]1C[N@]2CC[C@H]1C[C@@H]2CNS(C)(=O)=O,CNP0010961.1,0.9999997615814209,0.8549997961521149,14
O=C(N[C@@H]1CCS(=O)(=O)C1)O[C@@H]1CCN2CC3=CC=CC=C3N=C12,CNP0378904.3,0.9999997615814209,0.8549997961521149,15
O=C(N[C@@H]1CCS(=O)(=O)C1)O[C@H]1CCN2CC3=CC=CC=C3N=C12,CNP0378904.4,0.9999997615814209,0.8549997961521149,16
CN1C[C@@H](NS(C)(=O)=O)C[C@H]1C1=NC(CC2=CC=CC=C2)=NO1,CNP0263513.1,0.9999996423721313,0.8549996942281722,17
CN1N=C(C2=CC=CO2)C=C1[C@H]1CN2CC[C@H]1C[C@@H]2CNS(C)(=O)=O,CNP0010961.2,0.9999995231628418,0.8549995923042297,18
O=S(=O)(CC1=CC=CC=C1)NC[C@H]1CN2C=CN=C2CO1,CNP0137596.1,0.9999995231628418,0.8549995923042297,19
O=C1[C@H](CC2=CNC3=CC=CC=C23)N=C(O)N1C1CCS(=O)(=O)C1,CNP0593913.1,0.9999992847442627,0.8549993884563446,20
CS(=O)(=O)N[C@@H]1CO[C@@H]2[C@@H]1OC[C@H]2OCC1=CC=CC=C1,CNP0462080.2,0.9999990463256836,0.8549991846084595,21
COC1=CC=CC=C1C1=CN2C[C@H](CNS(C)(=O)=O)OCC2=N1,CNP0510022.1,0.9999990463256836,0.8549991846084595,22
CS(=O)(=O)N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OCC1=CC=CC=C1,CNP0462080.1,0.9999988079071045,0.8549989807605743,23
CC1(C)CC(=O)C2=C(O)C=C(OCC(=O)N=C3N=C4C=CC=CC4=N3)C=C2O1,CNP0453161.0,0.9999974966049194,0.8549978595972061,24
CN1C(=O)[C@@H]2C[C@@H](CN2CC2=NC=CS2)OC2=CC=CC=C21,CNP0212058.1,0.9999971389770508,0.8549975538253785,25
O=C(NC1=CC=CC=C1)O[C@H]1CO[C@@H]2[C@@H]1OC[C@@H]2NC(=O)C1=CC=CS1,CNP0454022.1,0.9999970197677612,0.8549974519014358,26
CC1(C)[C@H](CC2=NOC(C3=CC=CC=C3)=C2)C[C@@H]1NS(C)(=O)=O,CNP0003942.1,0.9999966621398926,0.8549971461296081,27
O=C(NC1=CC=CC=C1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC(=O)C1=CC=CS1,CNP0454022.2,0.9999963045120239,0.8549968403577805,28
CC1(C)O[C@@H]2[C@@H](O1)[C@H](CNC(=O)C1=CC=CO1)O[C@@H]1OC(C)(C)O[C@@H]12,CNP0067256.4,0.9999959468841553,0.8549965345859527,29
CC1(C)O[C@@H]2[C@@H](O1)[C@@H](CNC(=O)C1=CC=CO1)O[C@@H]1OC(C)(C)O[C@@H]12,CNP0067256.2,0.9999958276748657,0.8549964326620102,30
CC1(C)O[C@@H]2[C@@H](O1)[C@H](CNC(=O)C1=CC=CO1)O[C@H]1OC(C)(C)O[C@@H]12,CNP0067256.6,0.9999957084655762,0.8549963307380676,31
COC1=CC(=CC2=C3NC4=CC=CC=C4C(=O)N3CC2)C=C(OC)C1=O,CNP0589561.0,0.9999957084655762,0.8549963307380676,32
CC1(C)O[C@@H]2[C@@H](O1)[C@@H](CNC(=O)C1=CC=CO1)O[C@H]1OC(C)(C)O[C@@H]12,CNP0067256.1,0.9999955892562866,0.8549962288141251,33
CC1(C)O[C@@H]2O[C@H](CNC(=O)C3=CC=CO3)[C@H]3OC(C)(C)O[C@H]3[C@H]2O1,CNP0067256.5,0.9999955892562866,0.8549962288141251,34
CC1(C)O[C@@H]2O[C@@H](CNC(=O)C3=CC=CO3)[C@H]3OC(C)(C)O[C@H]3[C@H]2O1,CNP0067256.7,0.999995231628418,0.8549959230422973,35
CC1(C)O[C@H]2O[C@H](CNC(=O)C3=CC=CO3)[C@H]3OC(C)(C)O[C@H]3[C@H]2O1,CNP0067256.3,0.999995231628418,0.8549959230422973,36
CC1(C)O[C@H]2O[C@@H](CNC(=O)C3=CC=CO3)[C@H]3OC(C)(C)O[C@H]3[C@H]2O1,CNP0067256.8,0.9999949932098389,0.8549957191944122,37
CS(=O)(=O)NC[C@H]1CN2C=C(C3=CC=CC=C3)N=C2CO1,CNP0580921.1,0.9999948740005493,0.8549956172704697,38
CS(=O)(=O)N[C@@H]1C[C@@H]2C(=O)NC3=CC=C(C4=CC=CC=C4)C=C3C(=O)N2C1,CNP0438103.2,0.999994158744812,0.8549950057268143,39
CC(C)(C)CCN[C@@H]1C2CO[C@H](O2)[C@H](N2C=CC=N2)[C@H]1O,CNP0052036.1,0.9999922513961792,0.8549933749437332,40
CS(=O)(=O)NC[C@H]1C[C@@H]2CC[N@@]1C[C@@H]2CN1CCC2=CC=CC=C21,CNP0475293.1,0.9999918937683105,0.8549930691719055,41
COC(=O)[C@@H]1CC2=C(CN1CC1=CC=CS1)N=CN2,CNP0012335.1,0.999991774559021,0.8549929672479629,42
C1=C(C2=CC=CC=C2)N=N[C@H]1C1=C[C@H](C2=CC=CC=C2)[NH+]=N1,CNP0589394.4,0.9999914169311523,0.8549926614761353,43
O=C1NC2=CC=CC=C2O[C@H]2C[C@@H]1N(CC1=NC=CS1)C2,CNP0133389.1,0.9999910593032837,0.8549923557043075,44
O[C@@H]1[C@@H](N2C=C(Cl)C=N2)[C@@H]2OCC(O2)[C@H]1NCC1=NC=CS1,CNP0137898.1,0.9999904632568359,0.8549918460845947,45
CN1C(=O)[C@@H]2C[C@@H](CN2CC2=CC=CS2)OC2=CC=CC=C21,CNP0020385.1,0.9999886751174927,0.8549903172254563,46
COC1=CC=C(CC(=O)NC2=NN=CS2)C=C1OC,CNP0576668.0,0.9999861717224121,0.8549881768226624,47
O[C@@H]1[C@@H](N2C=CN=C2)[C@@H]2OCC(O2)[C@H]1NCC1=CC=CS1,CNP0154146.1,0.9999854564666748,0.854987565279007,48
C1=C(C2=CC=CC=C2)N=N[C@@H]1C1=C[C@H](C2=CC=CC=C2)[NH+]=N1,CNP0589394.2,0.9999852180480957,0.8549873614311219,49
CC1=NC=CN1[C@H]1[C@@H]2OCC(O2)[C@@H](NCC2=NC=CS2)[C@@H]1O,CNP0220487.1,0.9999841451644897,0.8549864441156387,50
CC(C)(C)CCN[C@@H]1C2CO[C@H](O2)[C@H](N2C=CN=C2)[C@H]1O,CNP0006311.1,0.9999816417694092,0.8549843037128448,51
CC1=NC(C2=CC=CO2)=CC([C@H]2C[N@]3CC[C@H]2C[C@@H]3CNS(C)(=O)=O)=N1,CNP0012481.1,0.9999806880950928,0.8549834883213043,52
CN(C[C@H]1C[N@]2CC[C@H]1C[C@@H]2CNS(C)(=O)=O)C1=CC=CC=C1,CNP0011110.1,0.9999792575836182,0.8549822652339936,53
CN1C(=O)C2=CC=CC=C2O[C@H]2CN(CC3=NC=CS3)C[C@H]21,CNP0016078.1,0.9999786615371704,0.8549817556142807,54
CS(=O)(=O)NC[C@H]1COCC2=NC3=CC=CN=C3N21,CNP0093638.1,0.9999785423278809,0.8549816536903381,55
COC1=CC=C(CC(=O)NC2=NC=CS2)C=C1OC,CNP0528552.0,0.9999783039093018,0.854981449842453,56
CC1=NC(C2=CC=CO2)=CC([C@H]2CN3CC[C@H]2C[C@@H]3CNS(C)(=O)=O)=N1,CNP0012481.2,0.9999778270721436,0.8549810421466827,57
C1=C(C2=CC=CC=C2)N=N[C@H]1C1=C[C@@H](C2=CC=CC=C2)[NH+]=N1,CNP0589394.1,0.999977707862854,0.8549809402227402,58
CN1N=C(C2=CC=CC=C2)C=C1[C@H]1C[N@]2CC[C@H]1C[C@@H]2CNS(C)(=O)=O,CNP0010980.1,0.9999774694442749,0.854980736374855,59
O[C@@H]1[C@@H](N2C=CC=N2)[C@@H]2OCC(O2)[C@H]1NCC1=CC=CS1,CNP0006298.1,0.9999756813049316,0.8549792075157165,60
CC(C)(C)C1=CC=NC(N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3NC(=O)C2=CC=CS2)=N1,CNP0306309.1,0.9999748468399048,0.8549784940481185,61
O[C@@H]1[C@@H](N2C=C(Cl)C=N2)[C@@H]2OCC(O2)[C@H]1NCC1=CC=CS1,CNP0051821.1,0.9999737739562988,0.8549775767326355,62
C1=C(C2=CC=CC=C2)N=N[C@@H]1C1=C[C@@H](C2=CC=CC=C2)[NH+]=N1,CNP0589394.3,0.999971866607666,0.8549759459495544,63
CC(C)C1=NN=NN1[C@@H]1CO[C@@H]2[C@@H]1OC[C@H]2OC(=O)NCC1=CC=CC=C1,CNP0455963.1,0.9999688863754272,0.8549733978509902,64
CN(C[C@H]1CN2CC[C@H]1C[C@@H]2CNS(C)(=O)=O)C1=CC=CC=C1,CNP0011110.2,0.9999680519104004,0.8549726843833924,65
O=C1C=C2CCN(CC3=CC=CO3)C=C2C=C1O,CNP0594165.0,0.9999662637710571,0.8549711555242538,66
CN1N=C(C2=CC=CC=C2)C=C1[C@H]1CN2CC[C@H]1C[C@@H]2CNS(C)(=O)=O,CNP0010980.2,0.9999654293060303,0.8549704420566558,67
CS(=O)(=O)NC[C@H]1C[C@@H]2CC[N@@]1C[C@@H]2CN1CCC2=CC=CC=C2C1,CNP0011358.1,0.9999650716781616,0.8549701362848282,68
C1=NC(NCC2=CC=CO2)=C2N=CN3CCN1[C]23,CNP0536491.0,0.9999642372131348,0.8549694228172302,69
CC1=NC=CN1[C@H]1[C@@H]2OCC(O2)[C@@H](NCC2=CC=CS2)[C@@H]1O,CNP0146049.1,0.9999591112136841,0.8549650400876999,70
COC1=CC=C(CC(=O)NC2=NN=CS2)C=C1,CNP0602370.0,0.999958872795105,0.8549648362398148,71
CC1=CC=CN=C1NC(=O)O[C@@H]1CCN2CC3=CC=CC=C3N=C12,CNP0389911.2,0.9999586343765259,0.8549646323919297,72
O=C(N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OCC1=CC=CC=C1)C1=CC=CS1,CNP0033706.1,0.9999575614929199,0.8549637150764465,73
COC1=C(SC)/C(=C/N=O)NC(C2=CC=CC=N2)=C1,CNP0343376.1,0.9999561309814453,0.8549624919891358,74
COC1=CC=CC=C1NC(=O)[C@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]2OC(C)(C)O[C@H]21,CNP0185275.1,0.9999513626098633,0.8549584150314331,75
CC(C)C1=NN=NN1[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)NCC1=CC=CC=C1,CNP0455963.2,0.9999483823776245,0.854955866932869,76
CS(=O)(=O)NC[C@H]1C[C@@H]2CCN1C[C@@H]2CN1CCC2=CC=CC=C2C1,CNP0011358.2,0.9999468326568604,0.8549545419216156,77
COC1=CC=C(CNC(=O)O[C@@H]2CCN3CC4=CC=CC=C4N=C23)C=C1OC,CNP0380707.2,0.9999455213546753,0.8549534207582473,78
COC1=CC=C(C2=CN3C[C@H](CNS(C)(=O)=O)OCC3=N2)C=C1,CNP0144110.1,0.9999443292617798,0.8549524015188217,79
COC1=CC=C(CNC(=O)O[C@@H]2CCN3CC4=CC=CC=C4N=C23)C=C1,CNP0113654.2,0.999943733215332,0.8549518918991089,80
CC(C)(C)C1=CC(C[C@@H]2C[C@H](NS(C)(=O)=O)C2(C)C)=NO1,CNP0004348.1,0.999942421913147,0.8549507707357407,81
CS(=O)(=O)NC[C@H]1COCC2=NC3=CC=CC=C3N21,CNP0014848.1,0.9999412298202515,0.854949751496315,82
O[C@@H]1[C@@H](N2C=NC=N2)[C@@H]2OCC(O2)[C@H]1NCC1=CC=CC=C1Cl,CNP0006275.1,0.9999394416809082,0.8549482226371765,83
COC1=CC(/C=C2\S/C(=N\C3=CC=CC=C3)NC2=O)=CC=C1O,CNP0014268.1,0.9999359846115112,0.8549452668428421,84
CCCS(=O)(=O)N[C@H]1C[C@@H](C2=NC(C3=CC=CC=C3)=NO2)N(C)C1,CNP0015564.1,0.9999330043792725,0.854942718744278,85
COC1=CC=C(C[C@@H]2NC(=O)[C@@H]3CN(C(=O)C4=CC=CS4)CCN3C2=O)C=C1,CNP0443095.1,0.9999310970306396,0.8549410879611968,86
O=C(NC1=CC=C2OCCOC2=C1)O[C@@H]1CCN2CC3=CC=CC=C3N=C12,CNP0368475.2,0.9999274015426636,0.8549379283189773,87
COC1=CC=CC=C1NC(=O)O[C@@H]1CCN2CC3=CC=CC=C3N=C12,CNP0294473.2,0.9999232292175293,0.8549343609809875,88
COC(=O)[C@H]1[C@H](O)C(=O)N(CC2=CC=CC=C2)[C@@H]1C1=CC=CO1,CNP0070934.1,0.9999209642410278,0.8549324244260788,89
CN1C(=O)C2=CC=CC=C2O[C@H]2CN(CC3=CC=CS3)C[C@H]21,CNP0016641.1,0.999919056892395,0.8549307936429977,90
CC1=CC=CN=C1NC(=O)O[C@H]1CCN2CC3=CC=CC=C3N=C12,CNP0389911.1,0.9999150037765503,0.8549273282289505,91
CN1C(=O)C2=CC=CN=C2O[C@H]2CN(CC3=CC=CS3)C[C@H]21,CNP0016559.1,0.9999134540557861,0.8549260032176971,92
COC1=CC=C(NC(=O)O[C@@H]2CCN3CC4=CC=CC=C4N=C23)C=C1,CNP0231874.2,0.9999130964279175,0.8549256974458694,93
CS(=O)(=O)NC[C@H]1CN2C(C3=CC=CC=C3)=CN=C2CO1,CNP0571868.1,0.9999122619628906,0.8549249839782714,94
COC(=O)[C@@H]1[C@H](O)C(=O)N(CC2=CC=CC=C2)[C@@H]1C1=CC=CO1,CNP0070934.2,0.9999097585678101,0.8549228435754775,95
C[C@]12CN3C[C@](C)(C[N@@](C1)[C@H]3C1=CC=CS1)[C@@H]2O,CNP0115642.1,0.9999070167541504,0.8549204993247985,96
O=C(C1=NC=CC=N1)N1C[C@@H]2[C@H](O)C(=O)N(CC3=CC=CC=C3)[C@@H]2C1,CNP0502492.1,0.9998981952667236,0.8549129569530487,97
O[C@@H]1[C@@H](N2C=NC=N2)[C@@H]2OCC(O2)[C@H]1NCC1=CC=C(Cl)C(Cl)=C1,CNP0278628.1,0.9998980760574341,0.8549128550291061,98
COC1=CC=C(CNC(=O)O[C@H]2CCN3CC4=CC=CC=C4N=C23)C=C1OC,CNP0380707.1,0.9998961687088013,0.8549112242460251,99
COC1=CC=C(CNC(=O)O[C@H]2CCN3CC4=CC=CC=C4N=C23)C=C1,CNP0113654.1,0.9998929500579834,0.8549084722995758,100
O=C1[C@@H]2C[C@@H](CN2CC2=NC=CS2)OC2=CC=CC=C2N1CC1CC1,CNP0164868.1,0.9998866319656372,0.8549030703306197,101
O[C@@H]1[C@@H](N2C=CC=N2)[C@@H]2OCC(O2)[C@H]1NCC1=CC=CC=C1Cl,CNP0367848.1,0.999862790107727,0.8548826855421066,102
COC1=CC=CC(C2=NO[C@H](C(=O)NCCC3=CC=CC=C3)C2)=C1,CNP0481782.2,0.9998599290847778,0.854880239367485,103
O=C(NC1=CC=C2OCCOC2=C1)O[C@H]1CCN2CC3=CC=CC=C3N=C12,CNP0368475.1,0.9998574256896973,0.8548780989646911,104
O=C(NC1=CC=CC=C1)O[C@H]1CO[C@@H]2[C@@H]1OC[C@@H]2NC(=O)C1=CC=CO1,CNP0477556.2,0.9998555183410645,0.8548764681816101,105
COC1=CC=CC(C2=NO[C@@H](C(=O)NCCC3=CC=CC=C3)C2)=C1,CNP0481782.1,0.9998542070388794,0.8548753470182419,106
CC1=NOC([C@@H]2C[C@H](NS(=O)(=O)CC3=CC=CC=C3)CN2C)=N1,CNP0371555.1,0.9998507499694824,0.8548723912239075,107
COC1=CC=CC(C2=NO[C@H](C(=O)NCC3=CC=CC=C3)C2)=C1,CNP0490855.2,0.9998503923416138,0.8548720854520797,108
COC1=CC=CC=C1NC(=O)O[C@H]1CCN2CC3=CC=CC=C3N=C12,CNP0294473.1,0.9998470544815063,0.8548692315816879,109
COC(=O)C1CSC(C2CSC(C3=CC=CC=C3O)=N2)N1C,CNP0334498.0,0.9998469352722168,0.8548691296577453,110
COC1=CC=CC(C2=NO[C@@H](C(=O)NCC3=CC=CC=C3)C2)=C1,CNP0490855.1,0.9998459815979004,0.8548683142662048,111
CO[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC1=NC=CC(C2=CC=C(N(C)C)C=C2)=N1,CNP0063694.2,0.9998441934585571,0.8548667854070663,112
CO[C@@H]1CO[C@H]2[C@H]1OC[C@H]2NC1=NC=CC(C2=CC=C(N(C)C)C=C2)=N1,CNP0063694.1,0.9998412132263184,0.8548642373085021,113
O=C1CC(O)C2CSC(C3CSC(C4=CC=CC=C4O)=N3)N12,CNP0263553.0,0.9998388290405273,0.8548621988296509,114
CC(=O)N[C@@H](C1=NC=CS1)[C@@H]1O[C@H]2OC(C)(C)O[C@H]2[C@H]2OC(C)(C)O[C@@H]21,CNP0232365.1,0.9998388290405273,0.8548621988296509,115
COC1=CC=C(NC(=O)O[C@H]2CCN3CC4=CC=CC=C4N=C23)C=C1,CNP0231874.1,0.9998279809951782,0.8548529237508774,116
O=C(N[C@@H]1CSC[C@H]1OC(=O)C1=CC=CC=C1)C1=CC=CC=C1,CNP0223348.1,0.9998263716697693,0.8548515477776527,117
O[C@@H]1[C@@H](N2C=CC=N2)[C@@H]2OCC(O2)[C@H]1NCC1=CC=CC=C1,CNP0103190.1,0.9998227953910828,0.8548484900593758,118
COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@@H]1C1=CC=CC=N1,CNP0249776.1,0.9998214840888977,0.8548473688960075,119
O=C(NC1=CC=CC=C1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC(=O)C1=CC=CO1,CNP0477556.1,0.9998164772987366,0.8548430880904198,120
CC(=O)N[C@@H](C1=NC=CS1)[C@@H]1O[C@@H]2OC(C)(C)O[C@H]2[C@H]2OC(C)(C)O[C@@H]21,CNP0232365.4,0.9998160004615784,0.8548426803946495,121
CS(=O)(=O)NC[C@H]1CN2C=C(C3=CC=C4OCCCOC4=C3)N=C2CO1,CNP0535137.1,0.9998087286949158,0.854836463034153,122
O[C@@H]1[C@@H](N2C=CC=N2)[C@@H]2OCC(O2)[C@H]1NCC1=CC=NC=C1Cl,CNP0387793.1,0.9997982382774353,0.8548274937272071,123
COC1=C(SC)/C(=C\N=O)NC(C2=CC=CC=N2)=C1,CNP0343376.2,0.9997921586036682,0.8548222956061363,124
CN1[C@@H]2CC3=C(C(=O)C[C@@H](C4=CC=CC=C4)O3)[C@H]1[C@H](O)C2,CNP0125613.2,0.9997860789299011,0.8548170974850654,125
CN1C=CC=C1C(=O)N1CCN2C(=O)[C@H](CC3=CC=CS3)NC(=O)[C@H]2C1,CNP0451545.1,0.9997835755348206,0.8548149570822715,126
C[C@H]1C[C@@H]2[C@@H](CC(=O)N2CC2=CC=CC=C2)[C@@H]1CNC(=O)C1=NC=CS1,CNP0588618.1,0.999765932559967,0.8547998723387717,127
COC1=CC(C(=O)NC2=NC=CS2)=CC(OC)=C1OC,CNP0125005.0,0.9997652173042297,0.8547992607951164,128
O=C(NCC1=CC=CC=C1)O[C@@H]1CCN2CC3=CC=CC=C3N=C12,CNP0205625.2,0.9997642636299133,0.8547984454035759,129
O=C(N[C@H]1CCN2C(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H]12)C1=CC=CS1,CNP0334600.2,0.9997637867927551,0.8547980377078056,130
COC1=CC=C(CNC(=O)[C@@H]2CC(C3=CC=CC=C3OC)=NO2)C=C1,CNP0582597.1,0.9997631907463074,0.8547975280880928,131
COC1=CC=C(CNC(=O)[C@H]2CC(C3=CC=CC=C3OC)=NO2)C=C1,CNP0582597.2,0.9997527003288269,0.854788558781147,132
CC(=O)N[C@@H](C1=NC=CS1)[C@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]2OC(C)(C)O[C@H]21,CNP0232365.3,0.9997501969337463,0.8547864183783531,133
CC(C)(C)OC(=O)NC1=CC=CN=C1C(=O)NC1=NC=CS1,CNP0594070.0,0.9997485280036926,0.8547849914431572,134
O[C@@H]1[C@@H](N2C=CC=N2)[C@@H]2OCC(O2)[C@H]1NCC1=CC=C(Cl)C(Cl)=C1,CNP0419098.1,0.999744713306427,0.8547817298769951,135
CC(=O)N[C@@H](C1=NC=CS1)[C@H]1O[C@H]2OC(C)(C)O[C@@H]2[C@H]2OC(C)(C)O[C@H]21,CNP0232365.2,0.999743640422821,0.854780812561512,136
O[C@@H]1[C@@H](N2C=CC=N2)[C@@H]2OCC(O2)[C@H]1NC1CC2=CC=CC=C2C1,CNP0328648.1,0.9997313618659973,0.8547703143954277,137
COC1=CC=C(CCNC(=O)C2=CSN=N2)C=C1OC,CNP0557564.0,0.9997275471687317,0.8547670528292656,138
COC1=CC=CC=C1NC(=O)N1C[C@@H]2[C@H](O)C(=O)N(CC3=CC=CC=C3)[C@@H]2C1,CNP0554896.1,0.9997124075889587,0.8547541084885597,139
CC(C)(C)CCN[C@@H]1C2CO[C@H](O2)[C@H](N2C=C(C3=CC=CC=C3)C=N2)[C@H]1O,CNP0551754.1,0.9997089505195618,0.8547511526942253,140
COC1=C(SC)/C(=C/N=O)NC(C2=CC=CC=C2)=C1,CNP0299413.1,0.9997071623802185,0.8547496238350868,141
COC1=CC=CC(CN2C[C@@H]3[C@H](O)C(=O)N(CC4=CC=CC=C4)[C@@H]3C2)=N1,CNP0546197.1,0.999691367149353,0.8547361189126969,142
COC1=CC(OC)=CC(C(=O)NCC2=CC=CS2)=C1,CNP0110421.0,0.999687910079956,0.8547331631183624,143
C[C@H]1C[C@@H]2[C@@H](CC(=O)N2CC2=CC=CC=C2)[C@@H]1CNS(C)(=O)=O,CNP0551005.1,0.999677300453186,0.854724091887474,144
CO[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC1=NC=CC(C2=CC=C3OCOC3=C2)=N1,CNP0041534.1,0.9996680021286011,0.8547161418199539,145
COC1=CC=CC(NC(=O)N2C[C@@H]3[C@H](O)C(=O)N(CC4=CC=CC=C4)[C@@H]3C2)=C1,CNP0547296.1,0.9996591806411743,0.854708599448204,146
CC(C)C1=CC=C(N2C(=O)N[C@@H]3CCN(C(=O)C4=CC=CS4)[C@@H]3C2=O)C=C1,CNP0453120.1,0.999653697013855,0.854703910946846,147
NC(=O)[C@@]1(CC2=CC=CC=C2)N=C(CC2=CC=CC=C2)C(=O)N1,CNP0485835.1,0.9996482133865356,0.8546992224454879,148
CN1C(=O)CO[C@H](C2=CC=C(NC(=O)CC3=CC=CS3)C=C2)[C@H]1CO,CNP0004996.1,0.999637246131897,0.8546898454427719,149
O=C(CC1=CC=CC=C1)O[C@@H]1CSC[C@H]1NC(=O)C1=CC=CC=C1,CNP0362987.1,0.9996308088302612,0.8546843415498734,150
CC(C)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2N1N=NN=C1C1=CC=C(N(C)C)C=C1,CNP0447518.1,0.999619722366333,0.8546748626232147,151
CC(=O)C1=CC=C(NC(=O)O[C@@H]2CCN3CC4=CC=CC=C4N=C23)C=C1,CNP0292663.1,0.9996156692504883,0.8546713972091675,152
CN(C)C1=CC=C(C2=NN=NN2[C@H]2CO[C@H]3[C@@H]2OC[C@H]3O)C=C1,CNP0298455.1,0.9995977282524109,0.8546560576558113,153
CC1=NN(C2=CC=CC=N2)C(C)=C1[C@@H]1C=C[C@@H](NS(C)(=O)=O)C1,CNP0154695.2,0.9995976090431213,0.8546559557318687,154
COCCN1C(=O)C[C@H]2[C@H](CNC(=O)C3=NC=CS3)[C@@H](C)C[C@H]21,CNP0584797.1,0.9995906949043274,0.8546500441431999,155
CO[C@@H]1C(=O)N(CC2=CC=CC=C2)[C@@H]2CN(C(=O)NC3=CC=CC=C3Cl)C[C@H]12,CNP0569333.1,0.999589741230011,0.8546492287516594,156
O=C(N[C@H]1CO[C@H]2[C@H]1OC[C@H]2N1N=NN=C1OC1=CC=CC=C1)C1CC1,CNP0451282.2,0.999581515789032,0.8546421959996223,157
CC1(C)O[C@H]2OC(C(=O)NCC3=CC=CC=C3)[C@@H]3OC(C)(C)O[C@@H]3[C@H]2O1,CNP0368648.1,0.9995653033256531,0.8546283343434333,158
CN1[C@H]2CC3=C(C(=O)C[C@@H](C4=CC=CC=C4)O3)[C@@H]1[C@H](O)C2,CNP0125613.1,0.9995597004890442,0.8546235439181328,159
COC1=CC=CC=C1[C@@H]1CC(=O)N(C)C2=C1C(=O)CC(C)(C)C2,CNP0361529.2,0.9995583891868591,0.8546224227547645,160
CN1[C@H]([C@@H]2CSC(C3=CC=CC=C3O)=N2)SC[C@]1(C)C(=O)O,CNP0202115.2,0.999555766582489,0.8546201804280281,161
CCS(=O)(=O)CC1=CC=CC=C1OC(=O)NC,CNP0002500.0,0.9995322227478027,0.8546000504493714,162
O=C(C1=CC=CO1)N1C[C@@H]2OCC(=O)N(CC3=CC=CC=C3)[C@@H]2C1,CNP0004094.1,0.9995299577713013,0.8545981138944626,163
CC1(C)O[C@H]2[C@@H](O1)[C@@H](C(=O)NC1=CC=CC=C1)O[C@@H]1OC(C)(C)O[C@@H]12,CNP0292326.1,0.9995263814926147,0.8545950561761856,164
CCOC(=O)CNC(=O)O[C@@H]1CCN2CC3=CC=CC=C3N=C12,CNP0368589.2,0.9995160102844238,0.8545861887931824,165
O=C(NCC1=CC=CC=C1)O[C@H]1CCN2CC3=CC=CC=C3N=C12,CNP0205625.1,0.9995152950286865,0.854585577249527,166
CC(C)(C)CCN[C@@H]1C2CO[C@H](O2)[C@H](N2C=C(Cl)C=N2)[C@H]1O,CNP0006299.1,0.999505877494812,0.8545775252580643,167
