smiles,identifier,P_TR,PS,rank
COC1=CC=CC=C1[C@H](CC(N)=O)C1=CC=CO1,CNP0586937.1,2.0786874301848002e-05,1.7772777528080052e-05,6633
CC1=NN([C@H]2[C@@H]3OCC(O3)[C@@H](NC(C)C)[C@@H]2O)C(C)=C1,CNP0411572.1,2.0779561964445747e-05,1.7766525479601105e-05,6634
COC1=CC2=C(C=C1O)CCN1CC3=C(C=CC(OC)=C3OC)[C@@H](C)[C@@H]21,CNP0206660.3,2.07602497539483e-05,1.7750013539625812e-05,6635
COC1=C2CN(C)CCC2=C(NS(C)(=O)=O)C2=C1OCO2,CNP0127318.0,2.0738858438562602e-05,1.773172396497102e-05,6636
C=C[C@H]1C[N@]2CC[C@H]1C[C@@H]2CNC(=O)C1=CC=CC=C1,CNP0009885.1,2.0651861632359214e-05,1.7657341695667116e-05,6637
COC1=CC=C([C@@H](CNC(=O)C2=CC=CC=C2C)N2CCCC2)C=C1,CNP0522934.2,2.0585321180988103e-05,1.7600449609744842e-05,6638
O=CC1=C(C=C2NCCC3=CC4=C(C=C23)OCO4)C=CC2=C1OCO2,CNP0193463.0,2.0582378056133166e-05,1.759793323799387e-05,6639
CC[C@H]1CN(C(=O)N2CCOCC2)CC[C@H]1CC(=O)NC1=CC=CC=C1,CNP0444639.2,2.0577843315550126e-05,1.7594056034795342e-05,6640
CC(C)[C@H](NC(=O)CCN1C=CC2=CC=CC=C21)C(=O)O,CNP0172005.1,2.0564857550198212e-05,1.758295320541948e-05,6641
CC1=CC=C2OC([C@H]3CCN(C4CCN(C)CC4)C3)=NC2=C1,CNP0015908.1,2.0541414414765313e-05,1.7562909324624353e-05,6642
CC(=O)N1CC[C@@](C)(O)[C@@H](NC(=O)C2CC2)[C@@H]1C1=CC=CC=C1,CNP0006040.1,2.0518782548606396e-05,1.754355907905846e-05,6643
COC(=O)[C@@H]1CC2=CNC3=CC=CC(=C23)[C@H](CC(C)C)N1,CNP0011902.1,2.0493554984568618e-05,1.752198951180617e-05,6644
CC[C@H](C)[C@@H](NC1=NC(C)(C)CC2=CC=CC=C12)C(=O)O,CNP0155397.2,2.0492399926297367e-05,1.7521001936984248e-05,6645
COC1=CC=C2N=C3COC[C@H](CNC(=O)C4CCOCC4)N3C2=C1,CNP0014960.1,2.046869121841155e-05,1.750073099174187e-05,6646
COC1=CC(O)=CC2=C1CN1C3=CC=CC=C3C(=O)N[C@]1(C)C2,CNP0450534.2,2.0402661903062835e-05,1.7444275927118713e-05,6647
CCN1CCC(O)(C2=CSC(CN3CCOCC3)=N2)CC1,CNP0007447.0,2.0376042812131345e-05,1.7421516604372312e-05,6648
CC1(C)C[C@]2(CCO1)N1C[C@]3(C)CN2C[C@](C2=CC=CC=C2)(C1)[C@@H]3O,CNP0271808.3,2.037567537627183e-05,1.7421202446712417e-05,6649
COC(=O)C1=CC=C(C(CC2=CC=CC=C2)NC(C)=O)O1,CNP0435693.0,2.0369845515233465e-05,1.74162179155246e-05,6650
CCCN1CC[C@@](C)(O)[C@@H](NC(=O)C2CCCC2)[C@@H]1C1=CC=CS1,CNP0016393.1,2.0337158275651745e-05,1.738827032568223e-05,6651
CCC(=O)N1CCN2CC(=O)NC3=CC(C4=CC=CC=C4)=CC=C3OC[C@@H]2C1,CNP0545578.1,2.031887743214611e-05,1.7372640204484924e-05,6652
COC1=CC=C2N=C3COC[C@H](CNCC(C)(C)C)N3C2=C1,CNP0015004.1,2.0284976926632226e-05,1.734365527227054e-05,6653
CNC(=O)[C@@H]1CN(C(=O)C2=CC=CC(OC)=C2)CC12CCCC2,CNP0542416.1,2.022172157012392e-05,1.7289571942455958e-05,6654
C1=CC=C(OCC2=CC(CC3(NC4CCC4)COC3)=NO2)C=C1,CNP0003801.0,2.019454950641375e-05,1.726633982798376e-05,6655
O=C1NC2=CC(Cl)=CC=C2C(=O)N2CCN(C(=O)C3CC3)C[C@@H]12,CNP0065514.1,2.0150455384282395e-05,1.7228639353561452e-05,6656
CNC(=O)[C@@H](C1=CC=CC=C1)N1CCC[C@H]1C(=O)N(C)CC1=CC=CC=C1,CNP0253998.1,2.0147343093412928e-05,1.722597834486805e-05,6657
CCOC1=CC2=C(C=C1OC)[C@@H](C1=CC=C3OCOC3=C1)NCC2,CNP0031517.2,2.0131037672399543e-05,1.721203720990162e-05,6658
CC1=NOC([C@@H](C)NC(=O)C2=CC=C3OCOC3=C2)=C1C(=O)O,CNP0027807.1,2.013040466408711e-05,1.7211495987794467e-05,6659
O[C@@H]1C[C@@H]2CN(CC3=CC=CN=C3)CC3(CN(C4CCC4)C3)N2C1,CNP0020210.2,2.0086738004465587e-05,1.7174160993818068e-05,6660
CCC1CN2CC[C@H]1C[C@@H]2[C@@H](O)C1=CC=NC2=CC=C(OC)C=C12,CNP0144043.16,2.007723924180027e-05,1.716603955173922e-05,6661
CC1=CC=CC=C1C(=O)N1CCN(C2=CC=CC=N2)CC1,CNP0015169.0,2.0026833226438612e-05,1.7122942408605007e-05,6662
COC1=CC2=C(C=C1OC)OC1=C(OC)C=CC3=C1[C@H](C2)NCC3,CNP0170489.1,2.002213295781985e-05,1.711892367893598e-05,6663
CC[C@H]1CN2CCC1C[C@@H]2[C@@H](O)C1=CC=NC2=CC=C(OC)C=C12,CNP0144043.6,2.0002400560770184e-05,1.7102052479458523e-05,6664
O=C(O)[C@@H](C1=CC=CC=C1)N1CCC2=CC=CC=C21,CNP0579074.1,1.9906359739252366e-05,1.7019937577060776e-05,6665
CC(=O)NC1=CC=C(C(=O)NCCC2=CC=CC=C2)C=C1,CNP0537675.0,1.9875495127053e-05,1.699354833363032e-05,6666
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1C1=CC=CC=C1,CNP0093478.0,1.9852290279231966e-05,1.6973708188743334e-05,6667
CC(=O)N/C(=C\C1=CC=CC=C1)C(=O)NC1=CC(C)=CC=C1C,CNP0305871.1,1.9809342120424844e-05,1.6936987512963233e-05,6668
COC1=CC=C2NC(=O)[C@@]3(CCN(C(=O)C4=CC=C(OC)C(OC)=C4)C3)C2=C1,CNP0510183.2,1.9802693714154884e-05,1.6931303125602413e-05,6669
ClC1=CC=C(C2=CN=C3CO[C@@H](CNC4CCOCC4)CN23)C=C1,CNP0552694.1,1.97844401554903e-05,1.691569633294421e-05,6670
COC1=CC=CC=C1C(=O)NC[C@H](C1=CC=C(C)C=C1)N1CCCC1,CNP0581765.2,1.977702595468145e-05,1.6909357191252647e-05,6671
COC1=C2C[C@@H](C(C)(C)O)[O+]=C2N(C)C2=C1C=CC(OC)=C2OC,CNP0538795.1,1.975161831069272e-05,1.6887633655642273e-05,6672
COC1=CC=C(CNCC2=CC=C(C)C=C2)C=C1OC,CNP0481718.0,1.9694365619216114e-05,1.683868260442978e-05,6673
CC1=NN(C2=CC=CN=C2)C([C@H]2CC[C@@H](O)[C@H](NC(=O)C3CC3)C2)=N1,CNP0522236.1,1.9678087483043782e-05,1.682476479800244e-05,6674
S=C(NC1=CC=CC=C1)N1CCCC[C@@H]1C1=CC=CN=C1,CNP0251483.1,1.9639597667264752e-05,1.679185600551135e-05,6675
O=C1NC2=CC=C(C3=CC=C(Cl)C=C3)C=C2C(=O)N2CCNC[C@H]12,CNP0074304.1,1.963570321095176e-05,1.6788526245363752e-05,6676
COC1=CC=C(C2=NOC([C@@H]3CCCN3C3CCC3)=N2)C=N1,CNP0309707.1,1.9573986719478853e-05,1.6735758645154406e-05,6677
COC(=O)C1=C2NC3=C(C(=O)CCC3)[C@@H](C3=CC=C(OC)C=C3)N2N=C1,CNP0397683.2,1.9563907699193805e-05,1.6727141082810705e-05,6678
C[C@H](O)C1=C(C(=O)O)ON=C1C1=CC=C(Cl)C=C1,CNP0303608.1,1.9560215150704607e-05,1.6723983953852426e-05,6679
O=C(CN1C(=O)[C@@H]2CCCN2C(=O)C2=CC=CC=C21)NC[C@@H]1CCCO1,CNP0399510.2,1.955064908543136e-05,1.671580496804381e-05,6680
CC1=CC=CC(C)=C1NC(=O)CC12CCCN1CCC2,CNP0491466.0,1.953844002855476e-05,1.6705366224414327e-05,6681
CN1[C@@H]2CC[C@H]1C(C(=O)/C=C/C1=CC=CC=C1)=C(O)C2,CNP0184065.1,1.952163984242361e-05,1.669100206527219e-05,6682
CC1=CC=CC(NC(=O)[C@@H]2CC(=O)O[C@@]23CCOC(C)(C)C3)=C1,CNP0373475.4,1.9513412553351372e-05,1.668396773311543e-05,6683
CCN1C2=CC=C(C)C=C2C(=O)NC12CCN(C(=O)CC1=CC=CC(OC)=C1)CC2,CNP0580936.0,1.9415330825722776e-05,1.6600107855992973e-05,6684
CCC1(C)N=C(C)C(=O)N1CCC1=CNC2=CC=CC=C12,CNP0357525.0,1.9407443687669e-05,1.6593364352957e-05,6685
COC1=CC=C2C(=C1)[C@]1(CCN(C(=O)NCCC3=CC=CC=C3)C1)C(=O)N2C,CNP0598133.1,1.93760988622671e-05,1.6566564527238358e-05,6686
CC[C@H]1CN(C(=O)C2=CC=CN=C2)CC[C@H]1CC(=O)N(C)CCO,CNP0081776.2,1.9349452486494556e-05,1.654378187595284e-05,6687
O=C(O)C[C@@H]1CCNC[C@@H]1CC1=NOC(C2=CC=CC=N2)=C1,CNP0010499.1,1.932127634063363e-05,1.6519691271241758e-05,6688
CC(=O)N[C@H]1[C@H](C2=CC=CC=C2)N(CC2=CC=NC=C2Cl)CC[C@@]1(C)O,CNP0016979.1,1.9318458726047538e-05,1.6517282210770643e-05,6689
C1=CC=C(C2(CNC[C@H]3COC4=CC=CC=C4O3)CCCC2)C=C1,CNP0379917.1,1.9315990357426926e-05,1.651517175560001e-05,6690
COC1=CC=C(NC(=S)N2CCCC[C@H]2C2=CC=CN=C2)C=C1,CNP0481915.1,1.9276849343441427e-05,1.6481706188642425e-05,6691
COC1=CC2=C(C=C1OC)[C@@H]1[C@@H](C)C3=CC=C(O)C(OC)=C3CN1CC2,CNP0309587.3,1.927153607539367e-05,1.647716334446159e-05,6692
CC[C@H]1C[N@]2CC[C@H]1C[C@@H]2CNC(=O)C1=CC=CN=C1SC,CNP0463564.1,1.9241180780227296e-05,1.6451209567094342e-05,6693
COC1=CC2=C(C=C1O)C[C@H]1C3=C(C=CC=C23)CCN1C,CNP0304964.1,1.9238244931329973e-05,1.6448699416287123e-05,6694
CC(=O)N[C@H]1C[C@@H](C2=NC(C3=CC=CC=C3)=NO2)N(C)C1,CNP0343047.1,1.9234961655456573e-05,1.6445892215415365e-05,6695
O[C@@H]1C[C@@H]2CN(CCC3=CC=CC=C3)CC3(CN(C4CCC4)C3)N2C1,CNP0016714.1,1.92293846339453e-05,1.6441123862023246e-05,6696
CCC1=CC=CC=C1NC(=O)OC1=CC=C2C(=C1)[C@]1(C)CCN(C)O[C@@H]1N2C,CNP0556610.1,1.922208866744768e-05,1.6434885810667756e-05,6697
COC1=CC=CC=C1NC(=O)N1CC[C@]2(C1)C(=O)N(C)C1=CC=CC=C12,CNP0561738.2,1.9214519852539524e-05,1.6428414473921302e-05,6698
C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)C1=CC=NC2=CC=C(O)C=C12,CNP0196841.1,1.920447903103195e-05,1.641982957153232e-05,6699
CN1C(CN2CC3(CC(=O)N(CC4CC4)O3)C2)=NC2=CC=CC=C21,CNP0505870.0,1.9107530533801764e-05,1.6336938606400492e-05,6700
COC1=CC=CC(NC(=O)[C@@]23CCC(=O)N2C2=CC=CC=C2C(=O)N3)=C1,CNP0305962.1,1.909845923364628e-05,1.6329182644767575e-05,6701
CCN1C[C@H]2C[C@@H](O)CN2C2(C1)CN(CC1=CC=CN=C1)C2,CNP0016888.2,1.9055560187553056e-05,1.6292503960357867e-05,6702
CN1CCN(CC2=NC(C3(O)CCNCC3)=CS2)CC1,CNP0007149.0,1.9049692127737217e-05,1.628748676921531e-05,6703
C=C[C@H]1CN2CC[C@@H]1C[C@@H]2[C@H](O)C1=CC=NC2=CC=CC=C12,CNP0277594.15,1.9023313143406995e-05,1.6264932737612996e-05,6704
COC1=CC=C(C(=O)NC2=CC=CC=C2CCC2CCCCN2C)C=C1,CNP0591232.0,1.9007102309842594e-05,1.6251072474915433e-05,6705
C=C(C)C(=O)NC1=CC=C(N2C[C@H]3C[C@@H](C2)C2=CC=CC(=O)N2C3)N=C1,CNP0398640.1,1.898165101010818e-05,1.622931161364249e-05,6706
O=C(CN1C(=O)[C@@H]2CCCN2C(=O)C2=CC=CC=C21)NCC1CCCO1,CNP0399510.1,1.8922981325886212e-05,1.6179149033632707e-05,6707
C=C[C@H]1C[N@@]2CC[C@@H]1C[C@H]2[C@H](O)C1=CC=NC2=CC=CC=C12,CNP0277594.19,1.891123793029692e-05,1.616910843040387e-05,6708
CC1=CC=C2C(=C1C)CN(C(=O)N(C)C)C[C@@H]2C1=CC=CC(O)=C1,CNP0561778.1,1.890864223241806e-05,1.6166889108717434e-05,6709
CCCNC(=O)CCC1=CC=C(C2=CC=C(OC)C=C2)O1,CNP0525468.0,1.890321436803788e-05,1.6162248284672375e-05,6710
COC1=CC=CC=C1NC(=O)/C=C/C1=CC=C(C(C)(C)C)C=C1,CNP0481594.1,1.8878192349802703e-05,1.6140854459081318e-05,6711
CC[C@@H]1CN(C(=O)C2=CC=CN=C2)CC[C@H]1CC(=O)N(C)CCO,CNP0081776.1,1.8877111870096996e-05,1.613993064893293e-05,6712
CN(C)CC1=CC=C(O)C(C2=CC=C(C(C)(C)C)C=C2)=N1,CNP0505857.0,1.8829789041774347e-05,1.609946963071706e-05,6713
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)CC1=CC=C(O)C=C1)C2,CNP0351167.1,1.8825658116838895e-05,1.609593768989725e-05,6714
CC(=O)N1CCC(N2CCOC[C@H]2C2=NC(C3=CC=C(Cl)S3)=CN2)CC1,CNP0076002.1,1.8817921954905614e-05,1.6089323271444293e-05,6715
C[C@@H](NC(=O)/C=C/C1=CC=CC=C1)[C@@H]1OCCC2=CC=CC=C21,CNP0363658.1,1.8808466847985983e-05,1.608123915502801e-05,6716
CN1CCC(N2CC[C@H](C3=NC4=CC=CC=C4S3)C2)CC1,CNP0010624.1,1.8753928088699467e-05,1.6034608515838043e-05,6717
NC1=NC=NC=C1C1=NOC([C@@H]2CCCN2CC2CC2)=N1,CNP0016022.1,1.8685288523556665e-05,1.5975921687640955e-05,6718
COC1=CC=C(C(=O)NC2=CC=C3O[C@H](C)C(=O)NC3=C2)C=C1OC,CNP0010253.2,1.8684360838960856e-05,1.597512851731153e-05,6719
COC1=CC(CC2CN(C(C)=O)[C@@H](CC3=CC=CC=C3)CN2)=CC2=C1OCO2,CNP0250355.1,1.8672177247935906e-05,1.596471154698521e-05,6720
O=C(CC1=CC=CC=C1)N1C[C@H]2C[C@@H](O)CN2C2(C1)CN(C1CCC1)C2,CNP0390656.2,1.8662261936697178e-05,1.5956233955876076e-05,6721
CN1C=C(CC(=O)N[C@H]2CCOC(C)(C)C2)C2=CC=CC=C21,CNP0205745.2,1.866195998445619e-05,1.5955975786710052e-05,6722
COC1=CC=C(C(=O)NCC23CC4CC(CC(C4)C2)C3)C=C1,CNP0588551.0,1.8567643564892933e-05,1.5875335247983464e-05,6723
CC(=O)N[C@H]1[C@H](C2=CC=CC=C2)N(C(=O)C2CCOCC2)CC[C@@]1(C)O,CNP0005640.1,1.8547485524322838e-05,1.5858100123296037e-05,6724
COC1=CC=C(C2=NOC(C(=O)NC(C)C)=C2[C@H](C)O)C=C1,CNP0422297.1,1.8535638446337543e-05,1.584797087161861e-05,6725
CNC(=O)C1=C([C@H](C)O)C(C2=CC=C(Cl)C=C2)=NO1,CNP0189170.1,1.851992965384852e-05,1.5834539854040477e-05,6726
CC(=O)NC(C(=O)N1C[C@@H]2C[C@H](C1)C1=CC=CC(=O)N1C2)C(C)C,CNP0368803.1,1.8511278540245257e-05,1.5827143151909705e-05,6727
C1=CC=C(C2=NN=C([C@H]3CCN(C4CCC4)C3)O2)C=C1,CNP0010700.1,1.8486720364307985e-05,1.580614591148332e-05,6728
CC1=CC(C)=NC(SC2=C(O)C(=O)[C@H]3[C@@H](C2=O)[C@H]2C=C[C@@H]3C2)=C1,CNP0337123.4,1.8440428902977146e-05,1.576656671204545e-05,6729
COC[C@@H]1C[C@H](N2C=C(NC(C)=O)C=N2)CN1CC1CCC1,CNP0548285.1,1.8421533241053112e-05,1.57504109211004e-05,6730
NC1=NC=NC=C1C1=NOC([C@@H]2CCCN2C2CCOCC2)=N1,CNP0469469.1,1.8413244106341153e-05,1.5743323710921683e-05,6731
O=C1C[C@H](C(=O)N2CCCC[C@@H]2C2=CC=CN=C2)CN1CC1=CC=CO1,CNP0395302.1,1.8395938241155818e-05,1.5728527196188217e-05,6732
COC1=CC=C2NC(=O)[C@@]3(CCN(C(=O)C4=CC=CC=C4Cl)C3)C2=C1,CNP0601669.1,1.838627395045478e-05,1.5720264227638835e-05,6733
CC(C)N1CCC[C@H]1C1=NC(C2=CN=CN=C2N)=NO1,CNP0016055.1,1.8354565327172168e-05,1.5693153354732207e-05,6734
CC1=CC(NC(=O)CN2CCN(C)CC2)=C2C=CC=CC2=N1,CNP0440133.0,1.8352937331655994e-05,1.569176141856588e-05,6735
O=C(O)CCN1C[C@@H]2C[C@@H](C1)C1=CC=CC(=O)N1C2,CNP0365670.1,1.8350643586018123e-05,1.5689800266045503e-05,6736
COC1=CC=C2C(=C1)[C@]1(CCN(C(=O)NC3=CC=CC=C3C)C1)C(=O)N2C,CNP0577767.1,1.8337856090511195e-05,1.5678866957387056e-05,6737
ClC1=CC2=C(OCOC2)C(CN2CCN(C3=CC=CC=C3)CC2)=C1,CNP0213043.0,1.8313092368771322e-05,1.565769397529949e-05,6738
C=C1C2=CC(OC)=C(OC)C=C2CCN1C(=O)C1=CC=CC(C)=C1,CNP0389132.0,1.826429070206359e-05,1.5615968550264366e-05,6739
COC1=CC=C2N=C(C[C@H]3CN(C(C)C)CC[C@H]3CC(=O)O)NC2=C1,CNP0016787.1,1.824335049604997e-05,1.559806467412273e-05,6740
COC1=CC(OC)=CC(C(=O)N2CCCC3=CC=CC(OC)=C32)=C1,CNP0009461.0,1.823778438847512e-05,1.559330565214623e-05,6741
COC[C@H]1CCCN1CC1=NC(C2(O)CCN(C)CC2)=CS1,CNP0027666.1,1.8224778614239767e-05,1.558218571517499e-05,6742
CCN1C(=O)CC[C@H]1C1=NC(CNC(=O)C2=C(C)ON=C2C)=NO1,CNP0601135.1,1.8192013158113696e-05,1.5554171250187205e-05,6743
CC1=CC=C2N=CN=C(N[C@H](C(=O)O)[C@@H](C)C(C)C)C2=C1,CNP0369082.3,1.8189930415246636e-05,1.5552390505035886e-05,6744
C=C(C1=CC2=CC=CC=C2N1)[C@H]1CCN(C)C/C1=C\CO,CNP0262436.1,1.8156308215111494e-05,1.552364352392034e-05,6745
CC[C@@H]1CN(C(=O)C2=CC=C(Cl)C=C2)[C@H](CO)[C@@H]1CN1CCOCC1,CNP0507982.1,1.81438463187078e-05,1.551298860249517e-05,6746
CCOC(=O)N1CCC2=CC(OC)=C(OC)C=C2[C@H]1CC1=CC=C(O)C=C1,CNP0060862.2,1.8100570741808042e-05,1.547598798424587e-05,6747
CC1(C)C[C@H]([C@H](CC(N)=O)C2=CC=CC=C2)CCO1,CNP0128208.3,1.8058466594084166e-05,1.5439988937941976e-05,6748
C1=CN=C2N=C([C@H]3CCN(C4CCC4)C3)NC2=C1,CNP0086019.1,1.8036607798421755e-05,1.5421299667650588e-05,6749
C=C[C@H]1CN2CC[C@H]1C[C@@H]2CNC(=O)C1=CC=CC=C1,CNP0009885.2,1.7998256225837395e-05,1.538850907309098e-05,6750
CC1=CC=C(S(=O)(=O)NCC2=CC=CC=C2)C=C1,CNP0071127.0,1.798269477149006e-05,1.5375204029623994e-05,6751
C=C[C@H]1C[N@]2CC[C@H]1C[C@H]2[C@@H](O)C1=CC=NC2=CC=C(OC)C=C12,CNP0191532.37,1.7959935576072894e-05,1.5355744917542314e-05,6752
COC1=C[C@]23C(=CC1=O)CCN2CCC1=CC(O)=C(OC)C=C13,CNP0165814.1,1.795577372831758e-05,1.535218653771154e-05,6753
CC(=O)COC1=COC(CN2CCC3=CC=CC=C3C2)=CC1=O,CNP0400466.0,1.7940488760359585e-05,1.533911789010745e-05,6754
CCC(C)[C@H](NC(=O)N1C[C@H]2C[C@@H](C1)C1=CC=CC(=O)N1C2)C(=O)O,CNP0306101.2,1.7940130419447087e-05,1.5338811508627272e-05,6755
O=C(O)COCC(=O)N1C[C@@H]2C[C@H](C1)C1=C(C3=CC=CC=C3)C=CC(=O)N1C2,CNP0147330.1,1.7892836694954894e-05,1.5298375374186427e-05,6756
ClC1=CC=C(C2=CNC([C@@H]3COCCN3C3CCC3)=N2)S1,CNP0185159.1,1.785959284461569e-05,1.5269951882146417e-05,6757
CC(C)(C)NC(=O)C[C@@H]1CCNC[C@@H]1CC1=NOC(C(C)(C)C)=C1,CNP0476739.1,1.7821379515226e-05,1.5237279485518231e-05,6758
COC1=CC=C(C(=O)NC[C@H](C2=CC=CC=C2Cl)N2CCCC2)C=C1,CNP0541600.2,1.7816859326558188e-05,1.5233414724207262e-05,6759
CC[C@]12CN3C[C@](CC)(CN(C1)C3C1=CC=CC=C1C)C2O,CNP0363701.1,1.7778907931642607e-05,1.5200966281554429e-05,6760
CCN1OC2(CCN(CC3=CN=CN3)CC2)CC1=O,CNP0587551.0,1.776111457729712e-05,1.5185752963589033e-05,6761
OC1=CC=C(/C=N/CC2OCCC3=CC=CC=C32)C=C1,CNP0362672.3,1.7754458895069547e-05,1.5180062355284454e-05,6762
C[C@]12CN3C[C@](C4=CC=CC=C4)(CN(C1)C3C1=CC=CN=C1)C2O,CNP0226387.1,1.775229065970052e-05,1.5178208514043936e-05,6763
COC1=CC2=C(C=C1OC)[C@H](C1=CC=C(C)C=C1)N(C(C)=O)CC2,CNP0233883.2,1.77516649273457e-05,1.5177673512880586e-05,6764
CC[C@H]1C[N@@]2CC[C@@H]1C[C@@H]2[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,CNP0144043.8,1.7749804101185873e-05,1.5176082506513918e-05,6765
CC(C)NC(=O)C1=C([C@H](C)O)C(C2=CC=C(Cl)C=C2)=NO1,CNP0007579.1,1.7727996237226762e-05,1.5157436782828878e-05,6766
CC1=CC=C2N=C([C@H]3CCN(C(C)C)C3)NC2=C1,CNP0015862.1,1.7688682419247925e-05,1.5123823468456964e-05,6767
CC(C)NC(=O)NC[C@H]1COCC2=NC3=CC=CN=C3N21,CNP0129320.1,1.7672580725047737e-05,1.5110056519915827e-05,6768
COCCN1C(=O)CC2(CCN(C(=O)NC3=CC=CC=C3)CC2)N2N=CC=C12,CNP0589920.0,1.7626411136006936e-05,1.507058152128593e-05,6769
COC1=CC=C2C[C@@H]3C4=C(C=CC(OC)=C4OC2=C1O)[C@H](O)CN3C,CNP0179364.1,1.7613019736018032e-05,1.5059131874295413e-05,6770
C1=CC(C2=NN=C([C@H]3CCN(C4CCC4)C3)O2)=CC=N1,CNP0578035.1,1.7601836589165032e-05,1.5049570283736105e-05,6771
COCCN1C=CC2=CC=C(C(=O)N[C@@H]3CCOC(C)(C)C3)C=C21,CNP0400973.2,1.7598227714188397e-05,1.5046484695631082e-05,6772
CC(C)C(=O)NC[C@H]1[C@@H]2CC(=O)N(C3CC3)[C@@H]2C[C@@H]1C,CNP0584846.1,1.758956932462752e-05,1.5039081772556516e-05,6773
O=C(N/C=C\C1=CC=C(O)C=C1)C1=CC=CC=C1,CNP0136129.1,1.7582811778993346e-05,1.5033304071039313e-05,6774
CCC[C@@]12CN3C[C@@](C)(C[N@](C1)[C@@H]3C1=CC3=C(C=C1)OCO3)C2=O,CNP0373204.2,1.7575752281118184e-05,1.5027268200356055e-05,6775
CC[C@H]1C[N@]2CC[C@H]1C[C@@H]2CNC(=O)COC1=CC=CC=C1,CNP0158822.1,1.7571395801496692e-05,1.5023543410279672e-05,6776
CN1CCC2=CC3=C(C=C2[C@@H]1CC1=CC=C(O)C=C1)OCO3,CNP0329611.2,1.7562835637363605e-05,1.5016224469945876e-05,6777
CCOC1=CC=CC=C1NC(=O)N1CC[C@@]2(C1)C(=O)NC1=CC=C(OC)C=C12,CNP0513259.1,1.754942422849126e-05,1.5004757715360029e-05,6778
C=C[C@H]1C[N@@]2CC[C@@H]1C[C@H]2[C@H](O)C1=CC=CC2=CC=C(OC)C=C12,CNP0475770.1,1.751747004163917e-05,1.4977436885601486e-05,6779
COC1=CC=C([C@H]2[C@@H](O)[C@H](O)[C@H](C)N2C)C=C1OC,CNP0297471.6,1.7507181837572716e-05,1.4968640471124672e-05,6780
CN(C[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C(=O)C1=CNC2=CC=CC=C12,CNP0227818.1,1.7499436580692418e-05,1.4962018276492009e-05,6781
CCCN1C(=O)C2=CC=CC=C2N[C@@H]1C1=CC=C(OC)C=C1OC,CNP0404740.2,1.7466143617639318e-05,1.4933552793081608e-05,6782
CC1(C)SC[C@@H](C(=O)O)N1C(=O)OCC1C2=CC=CC=C2C2=CC=CC=C21,CNP0039190.2,1.744906148815062e-05,1.4918947572368767e-05,6783
COC1=CC=CC(C(=O)NCC2(C3=CC=CC=C3)CCCC2)=C1,CNP0495411.0,1.743947905197274e-05,1.4910754589436681e-05,6784
O=C(CN1C(=O)[C@@H]2CCCN2C(=O)C2=CC=CC=C21)NC[C@H]1CCCO1,CNP0399510.3,1.7339049009024166e-05,1.4824886902715668e-05,6785
COC1=CC=C(/C=C/C(=O)NC2=CC=C(Cl)C=N2)C=C1,CNP0523261.1,1.7318739992333576e-05,1.480752269344521e-05,6786
COCC1=NN(C2=CC=CN=C2)C([C@H]2CC[C@@H](O)[C@H](N(C)C)C2)=N1,CNP0580946.1,1.7312084310106002e-05,1.480183208514062e-05,6787
CN1C=CC2=CC=C(C(=O)N[C@@H]3CCOC(C)(C)C3)C=C21,CNP0398611.2,1.7302991182077676e-05,1.4794057460676419e-05,6788
CC(C)(CO)C1N2C[C@]3(C)CN1C[C@](C1=CC=CC=C1)(C2)C3O,CNP0405307.1,1.7281337932217866e-05,1.4775543932046282e-05,6789
COC1=CC2=C(C=C1OC)[C@@H](O)[C@H]1C3=CC=C(OC)C(OC)=C3CC(=O)N1CC2,CNP0425335.1,1.7279608073295094e-05,1.4774064902667311e-05,6790
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)C1=CC=NC2=CC=C(OC)C=C12,CNP0191532.11,1.7275669961236417e-05,1.4770697816857125e-05,6791
COC1=CC2=C(C=C1OC)[C@@]13C=C[C@@H](OC)C[C@@H]1N(CC3)[C@H]2O,CNP0202001.3,1.722843444440514e-05,1.4730311449966404e-05,6792
CC1=CC(O)=C(C2=NCCS[C@@H](C3=CC=CC(O)=C3)C2)C(=O)O1,CNP0120057.2,1.7218300854437985e-05,1.4721647230544487e-05,6793
COC1=CC=C(CN2CCC3(CC2)CC(=O)N(C)O3)C(OC)=C1,CNP0494692.0,1.7187065168400295e-05,1.4694940718982252e-05,6794
COC1=CC=CC2=C1NC(C[C@H]1CN(C)CC[C@H]1CC(=O)O)=N2,CNP0163693.1,1.7165672034025192e-05,1.4676649589091528e-05,6795
CC(C)CC1=CC(C(=O)N[C@H](CO)C(C)C)=C2C=CC=CC2=N1,CNP0405033.1,1.716375663818326e-05,1.4675011925646674e-05,6796
CC(=O)NC1=CC=C(CN2CCN3C(=O)N(CC4=CC=CC=C4)C[C@H]3C2)C=C1,CNP0539230.1,1.7148704500868917e-05,1.4662142348242924e-05,6797
